district,price,surface,rooms_num,floor_no,building_floors_num,construction_status,market,build_year,transit_dur_m
1,546938.0,35.06,2.0,2.0,2.0,2,0,2025.0,76.73333333333333
1,474563.0,34.69,2.0,2.0,2.0,2,0,2025.0,76.73333333333333
3,1590000.0,68.5,3.0,5.0,7.0,2,1,2007.0,29.233333333333334
0,730450.0,38.71,2.0,1.0,5.0,1,0,2025.0,38.28333333333333
5,659647.0,39.74,2.0,1.0,4.0,1,0,2025.0,34.233333333333334
1,625040.0,48.08,2.0,4.0,5.0,1,0,2026.0,76.73333333333333
2,725000.0,31.88,1.0,1.0,9.0,2,1,2016.0,32.81666666666667
3,1697280.0,70.72,2.0,2.0,10.0,2,1,2008.0,29.233333333333334
12,1425000.0,69.09,3.0,2.0,4.0,2,1,2020.0,61.46666666666667
1,813160.0,56.08,3.0,0.0,4.0,1,0,2027.0,76.73333333333333
15,930000.0,39.0,2.0,10.0,15.0,2,1,1980.0,13.766666666666667
0,739000.0,39.78,2.0,1.0,5.0,1,0,2025.0,38.28333333333333
14,1093537.5,79.53,4.0,2.0,7.0,1,0,2026.0,30.616666666666667
8,1048895.73,79.77,4.0,1.0,6.0,1,0,2026.0,34.8
6,950768.0,56.95,3.0,1.0,5.0,1,0,2026.0,32.93333333333333
6,1016591.0,63.54,3.0,0.0,5.0,1,0,2025.0,32.93333333333333
6,924270.0,59.51,3.0,0.0,5.0,1,0,2025.0,32.93333333333333
1,630000.0,37.52,2.0,4.0,4.0,2,1,2022.0,76.73333333333333
13,1299000.0,87.21,3.0,4.0,4.0,2,1,2000.0,33.46666666666667
3,1640000.0,60.01,3.0,0.0,8.0,2,1,2023.0,29.233333333333334
13,1470000.0,43.28,2.0,1.0,15.0,2,0,2025.0,13.15
13,840000.0,40.5,2.0,3.0,10.0,2,1,2004.0,33.46666666666667
8,760000.0,38.81,2.0,1.0,5.0,2,1,2018.0,34.8
13,539000.0,25.0,1.0,3.0,5.0,2,1,1951.0,15.883333333333333
12,953460.0,51.22,2.0,1.0,4.0,1,0,2026.0,61.46666666666667
13,1843000.0,73.11,4.0,5.0,6.0,1,0,2026.0,33.46666666666667
8,1250000.0,70.0,3.0,2.0,3.0,2,1,2009.0,34.8
13,775000.0,38.8,2.0,10.0,15.0,2,1,1969.0,18.866666666666667
15,719000.0,29.44,1.0,1.0,4.0,0,1,1927.0,15.233333333333333
10,919000.0,51.84,2.0,10.0,12.0,2,1,2003.0,45.78333333333333
1,815787.0,78.82,4.0,1.0,3.0,1,0,2024.0,76.73333333333333
1,612976.0,54.73,3.0,1.0,3.0,1,0,2024.0,76.73333333333333
1,738396.0,68.37,3.0,1.0,3.0,1,0,2025.0,76.73333333333333
4,640000.0,36.6,2.0,5.0,7.0,2,1,2001.0,25.733333333333334
0,853842.0,45.66,2.0,3.0,9.0,1,0,2027.0,38.28333333333333
3,697675.0,36.67,2.0,0.0,7.0,1,0,2026.0,29.233333333333334
6,720000.0,48.0,2.0,2.0,3.0,2,1,1952.0,32.93333333333333
9,837000.0,62.0,3.0,2.0,3.0,2,1,2005.0,26.083333333333332
11,605000.0,37.37,2.0,1.0,3.0,2,1,2008.0,56.43333333333333
6,420000.0,25.69,1.0,1.0,2.0,2,1,1932.0,32.93333333333333
1,739000.0,56.86,3.0,2.0,2.0,2,1,2014.0,76.73333333333333
15,689000.0,28.0,2.0,6.0,15.0,2,1,1975.0,13.15
9,455000.0,36.1,2.0,2.0,10.0,2,1,1977.0,26.083333333333332
14,390000.0,25.0,1.0,2.0,5.0,2,1,2011.0,19.3
3,690000.0,47.0,2.0,3.0,4.0,2,1,1965.0,29.233333333333334
10,1750000.0,78.74,3.0,4.0,4.0,2,1,2020.0,45.78333333333333
9,1280000.0,70.0,3.0,6.0,7.0,2,1,2022.0,26.083333333333332
1,565446.0,40.06,2.0,3.0,4.0,1,0,2026.0,76.73333333333333
0,830000.0,50.27,2.0,4.0,9.0,2,1,2007.0,38.28333333333333
1,540000.0,44.2,2.0,6.0,10.0,2,1,2001.0,76.73333333333333
8,569000.0,46.4,2.0,7.0,10.0,0,1,1976.0,34.8
8,1250000.0,70.0,3.0,2.0,3.0,2,1,2009.0,34.8
9,832500.0,45.0,2.0,5.0,7.0,2,1,2020.0,26.083333333333332
9,585000.0,37.04,2.0,5.0,6.0,1,1,2025.0,26.083333333333332
10,740000.0,59.4,3.0,0.0,4.0,0,1,1981.0,45.78333333333333
3,1051178.0,80.55,4.0,3.0,4.0,2,0,2027.0,29.233333333333334
9,570000.0,34.91,2.0,7.0,7.0,1,1,2023.0,31.016666666666666
6,540000.0,32.77,1.0,0.0,5.0,1,0,2026.0,32.93333333333333
2,876438.0,50.37,3.0,1.0,5.0,1,0,2026.0,32.81666666666667
3,1042344.0,65.27,3.0,0.0,7.0,1,0,2026.0,29.233333333333334
3,1380582.0,84.62,4.0,1.0,7.0,1,0,2026.0,29.233333333333334
0,1100000.0,63.0,3.0,3.0,3.0,2,1,1994.0,38.28333333333333
9,655000.0,43.08,2.0,0.0,7.0,1,0,2025.0,26.083333333333332
1,859000.0,67.2,3.0,2.0,2.0,2,1,2007.0,76.73333333333333
9,812301.0,67.72,4.0,2.0,3.0,1,0,2025.0,26.083333333333332
1,753508.0,63.32,3.0,1.0,2.0,1,0,2026.0,76.73333333333333
1,692541.0,47.95,2.0,2.0,2.0,1,0,2026.0,76.73333333333333
1,887018.0,75.71,4.0,0.0,2.0,1,0,2026.0,76.73333333333333
1,677369.0,50.93,3.0,0.0,2.0,1,0,2026.0,76.73333333333333
1,544750.0,36.46,2.0,1.0,2.0,1,0,2026.0,76.73333333333333
0,725550.0,41.46,2.0,6.0,14.0,2,1,2009.0,41.56666666666667
13,1950000.0,41.84,2.0,10.0,29.0,2,1,2025.0,17.4
9,585000.0,37.04,2.0,5.0,6.0,1,1,2025.0,26.083333333333332
0,999999.0,82.4,4.0,5.0,12.0,2,1,1977.0,38.28333333333333
12,1128000.0,59.4,2.0,3.0,4.0,2,1,2012.0,49.483333333333334
2,949000.0,63.3,3.0,4.0,4.0,0,1,1988.0,32.81666666666667
13,540000.0,35.1,1.0,4.0,6.0,0,1,1956.0,20.966666666666665
5,745000.0,53.35,2.0,3.0,3.0,2,1,1992.0,34.266666666666666
5,1390000.0,76.39,3.0,2.0,6.0,2,1,2021.0,34.266666666666666
3,699000.0,43.0,2.0,0.0,10.0,0,1,1971.0,29.233333333333334
9,668000.0,40.4,2.0,6.0,6.0,2,1,2004.0,26.083333333333332
9,1598000.0,86.1,4.0,1.0,7.0,2,1,2022.0,29.95
0,947000.0,63.6,3.0,3.0,3.0,2,1,1990.0,38.28333333333333
5,1499000.0,100.19,3.0,3.0,4.0,2,1,2008.0,34.266666666666666
15,799000.0,39.11,2.0,4.0,4.0,2,1,1960.0,19.55
15,1840000.0,61.31,3.0,7.0,7.0,2,1,2015.0,17.833333333333332
13,755000.0,52.0,3.0,7.0,10.0,2,1,1976.0,33.46666666666667
2,949000.0,63.3,3.0,4.0,4.0,0,1,1988.0,32.81666666666667
15,734000.0,30.6,1.0,1.0,5.0,2,1,1920.0,15.85
16,1349000.0,55.03,2.0,1.0,6.0,2,1,2017.0,26.316666666666666
16,890000.0,44.09,2.0,1.0,3.0,2,1,1927.0,24.433333333333334
9,880000.0,69.2,3.0,2.0,6.0,2,1,2005.0,26.083333333333332
13,1099000.0,54.0,3.0,5.0,8.0,2,1,2017.0,33.46666666666667
14,1141000.0,61.72,3.0,1.0,3.0,1,0,2026.0,30.616666666666667
14,1281000.0,69.25,4.0,0.0,3.0,1,0,2026.0,30.616666666666667
14,1023000.0,55.34,3.0,1.0,3.0,1,0,2026.0,30.616666666666667
14,779000.0,42.16,3.0,1.0,3.0,1,0,2026.0,30.616666666666667
0,999999.0,82.4,4.0,5.0,12.0,2,1,1977.0,38.28333333333333
9,730000.0,48.5,3.0,4.0,4.0,2,1,1974.0,26.083333333333332
14,1114000.0,60.25,3.0,1.0,3.0,1,0,2026.0,30.616666666666667
14,1410000.0,76.25,4.0,0.0,3.0,1,0,2026.0,30.616666666666667
14,1341000.0,72.51,4.0,0.0,3.0,1,0,2026.0,30.616666666666667
9,1299000.0,78.75,4.0,2.0,3.0,2,1,2020.0,26.083333333333332
2,699000.0,59.1,3.0,1.0,12.0,0,1,1978.0,32.81666666666667
5,1290000.0,51.66,2.0,1.0,2.0,2,1,1938.0,22.3
3,629000.0,37.6,2.0,4.0,4.0,2,1,1966.0,29.233333333333334
2,645000.0,44.01,2.0,3.0,3.0,1,1,1964.0,32.81666666666667
16,440000.0,27.0,1.0,0.0,10.0,0,1,1969.0,26.316666666666666
10,1199000.0,70.0,3.0,1.0,4.0,2,1,1993.0,45.78333333333333
1,546936.0,35.06,2.0,2.0,2.0,2,1,2025.0,76.73333333333333
3,1749000.0,62.5,3.0,3.0,5.0,2,1,2010.0,29.233333333333334
3,799000.0,55.18,3.0,10.0,10.0,0,1,1970.0,29.233333333333334
14,1132200.0,61.2,3.0,1.0,3.0,1,0,2026.0,30.616666666666667
13,695000.0,35.0,2.0,1.0,4.0,2,1,1938.0,29.983333333333334
6,1085000.0,61.0,3.0,1.0,4.0,2,1,2021.0,32.9
1,925000.0,55.71,2.0,2.0,3.0,2,1,2018.0,76.73333333333333
13,475000.0,24.0,1.0,3.0,3.0,2,1,1956.0,33.46666666666667
6,1319000.0,88.26,4.0,1.0,5.0,1,1,2024.0,32.9
3,830000.0,54.0,3.0,4.0,13.0,2,1,1977.0,36.78333333333333
5,799000.0,40.25,2.0,5.0,6.0,2,1,2021.0,22.3
16,615000.0,41.12,2.0,6.0,10.0,0,1,1971.0,26.316666666666666
1,540000.0,36.0,2.0,3.0,4.0,1,1,2013.0,76.73333333333333
15,999000.0,45.91,3.0,3.0,7.0,2,1,1964.0,15.85
13,949000.0,54.25,3.0,1.0,3.0,2,1,1961.0,33.46666666666667
0,890000.0,47.0,2.0,1.0,4.0,2,1,2005.0,38.28333333333333
1,948460.0,71.42,4.0,1.0,3.0,1,0,2026.0,76.73333333333333
9,492300.0,32.0,1.0,1.0,8.0,1,0,2026.0,26.083333333333332
3,699000.0,36.7,2.0,1.0,10.0,2,1,1966.0,23.6
10,1200000.0,64.41,3.0,1.0,6.0,2,1,2016.0,45.78333333333333
6,865000.0,42.0,2.0,4.0,4.0,2,1,1974.0,32.9
10,1140700.0,61.0,3.0,3.0,3.0,2,1,2020.0,45.78333333333333
0,649000.0,37.0,1.0,2.0,6.0,2,1,2005.0,38.28333333333333
13,1420000.0,74.0,3.0,4.0,9.0,2,1,1997.0,33.46666666666667
9,650000.0,57.9,4.0,2.0,4.0,0,1,1975.0,26.083333333333332
10,1100000.0,57.0,3.0,3.0,3.0,2,1,2000.0,45.78333333333333
3,1124000.0,45.84,2.0,1.0,10.0,1,0,2027.0,29.233333333333334
3,598000.0,37.2,2.0,2.0,10.0,2,1,1975.0,29.866666666666667
1,700000.0,50.4,3.0,1.0,4.0,2,1,2001.0,76.73333333333333
13,795000.0,33.0,2.0,1.0,3.0,2,1,1937.0,28.533333333333335
10,910000.0,39.5,2.0,2.0,5.0,2,1,2023.0,45.78333333333333
1,830415.0,57.27,3.0,0.0,4.0,1,0,2027.0,76.73333333333333
8,725000.0,48.7,2.0,3.0,3.0,2,1,2013.0,34.8
0,800000.0,47.48,2.0,3.0,4.0,1,1,2023.0,38.28333333333333
2,1080000.0,69.0,3.0,3.0,4.0,2,1,2001.0,32.81666666666667
8,990000.0,71.0,3.0,4.0,7.0,1,0,2025.0,34.8
0,699000.0,50.0,3.0,8.0,11.0,2,1,1980.0,38.28333333333333
1,756622.0,67.52,4.0,1.0,2.0,1,0,2023.0,76.73333333333333
1,494000.0,38.24,2.0,1.0,3.0,1,0,2026.0,76.73333333333333
15,1700000.0,46.5,2.0,7.0,9.0,2,0,2009.0,8.85
16,559000.0,26.0,1.0,7.0,10.0,2,1,1965.0,26.316666666666666
13,600000.0,37.0,2.0,4.0,7.0,0,1,1964.0,33.46666666666667
6,1210464.0,74.72,3.0,2.0,4.0,1,0,2025.0,34.35
15,835000.0,52.3,3.0,1.0,4.0,0,1,1963.0,19.516666666666666
8,995000.0,58.0,3.0,1.0,5.0,2,1,2015.0,34.8
10,1190000.0,63.73,3.0,1.0,4.0,2,1,2017.0,45.78333333333333
1,588000.0,38.0,2.0,0.0,2.0,2,1,2025.0,76.73333333333333
3,1070000.0,53.5,2.0,5.0,6.0,2,1,2006.0,29.233333333333334
13,1153000.0,58.51,3.0,2.0,6.0,1,0,2026.0,33.46666666666667
13,1840000.0,53.27,3.0,1.0,8.0,1,0,2026.0,16.033333333333335
1,697045.0,55.94,3.0,1.0,2.0,1,0,2026.0,76.73333333333333
14,1573412.0,69.62,3.0,2.0,5.0,1,0,2026.0,30.616666666666667
7,1531581.0,86.53,4.0,1.0,5.0,1,0,2027.0,23.566666666666666
14,961124.0,60.71,3.0,1.0,7.0,1,0,2026.0,30.616666666666667
1,494000.0,38.24,2.0,1.0,3.0,1,0,2026.0,76.73333333333333
0,950000.0,52.0,2.0,5.0,6.0,2,1,2007.0,41.56666666666667
3,457000.0,33.0,1.0,0.0,2.0,2,1,1937.0,36.5
9,473000.0,25.75,1.0,1.0,7.0,2,1,2024.0,42.96666666666667
15,1355000.0,77.27,3.0,4.0,4.0,0,1,1947.0,15.833333333333334
13,690000.0,37.7,2.0,3.0,3.0,2,1,1963.0,33.46666666666667
10,1156815.0,56.43,3.0,1.0,3.0,1,0,2025.0,45.78333333333333
14,826930.0,54.92,3.0,3.0,5.0,1,0,2025.0,19.3
3,1096815.0,62.1,3.0,1.0,7.0,1,0,2025.0,29.233333333333334
6,942744.0,56.87,3.0,0.0,5.0,1,0,2025.0,31.733333333333334
13,780000.0,43.0,2.0,1.0,5.0,2,1,2000.0,29.983333333333334
13,930000.0,57.5,3.0,6.0,15.0,2,1,1972.0,16.316666666666666
8,460000.0,32.4,1.0,0.0,10.0,2,1,1970.0,34.8
0,685000.0,40.0,2.0,1.0,4.0,2,1,2004.0,38.28333333333333
0,950000.0,52.0,2.0,5.0,6.0,2,1,2007.0,41.56666666666667
13,985884.0,56.66,3.0,5.0,15.0,1,0,2026.0,33.46666666666667
13,1267200.0,76.8,3.0,5.0,15.0,1,0,2026.0,33.46666666666667
6,945000.0,52.7,2.0,5.0,13.0,2,1,2011.0,31.733333333333334
14,595000.0,32.79,2.0,3.0,7.0,2,1,2022.0,30.616666666666667
3,1499000.0,65.08,2.0,1.0,7.0,2,1,2012.0,29.233333333333334
0,719000.0,36.0,2.0,0.0,7.0,2,1,2010.0,38.28333333333333
13,719000.0,36.0,2.0,0.0,7.0,2,1,2010.0,33.46666666666667
3,550000.0,34.6,1.0,0.0,3.0,0,1,1920.0,36.46666666666667
7,961324.0,52.82,3.0,0.0,6.0,1,0,2025.0,32.25
1,742110.0,51.18,3.0,0.0,4.0,1,0,2027.0,76.73333333333333
11,614185.0,42.95,2.0,3.0,3.0,1,0,2026.0,56.46666666666667
14,1044890.0,70.84,3.0,2.0,6.0,1,0,2025.0,30.616666666666667
1,459648.0,35.91,2.0,2.0,2.0,1,0,2025.0,76.73333333333333
1,691256.0,64.94,2.0,1.0,3.0,1,0,2025.0,76.73333333333333
9,620493.0,38.22,2.0,1.0,4.0,1,0,2026.0,26.083333333333332
1,560439.0,40.06,2.0,2.0,4.0,1,0,2026.0,76.73333333333333
13,898396.0,30.09,1.0,3.0,6.0,1,0,2026.0,33.46666666666667
6,650000.0,38.5,2.0,4.0,10.0,2,1,1970.0,31.733333333333334
3,829000.0,65.0,2.0,4.0,10.0,0,1,1971.0,29.233333333333334
15,1415000.0,42.0,2.0,3.0,5.0,1,1,2023.0,24.166666666666668
12,900612.0,46.19,2.0,1.0,4.0,1,0,2026.0,61.46666666666667
0,856404.0,45.66,2.0,6.0,9.0,1,0,2027.0,38.28333333333333
1,616064.0,48.13,2.0,0.0,2.0,1,0,2027.0,76.73333333333333
11,647307.0,45.67,2.0,3.0,5.0,1,0,2026.0,56.45
1,687531.0,65.21,2.0,1.0,3.0,1,0,2025.0,76.73333333333333
13,980016.11,30.36,1.0,8.0,17.0,2,0,2020.0,20.283333333333335
9,375704.73,25.14,1.0,0.0,3.0,1,0,2026.0,26.083333333333332
6,749000.0,46.6,2.0,10.0,18.0,2,1,2004.0,34.016666666666666
1,715000.0,57.0,3.0,1.0,3.0,2,1,2018.0,76.73333333333333
15,997324.0,29.86,1.0,2.0,8.0,1,0,2025.0,13.15
3,839000.0,37.7,2.0,1.0,9.0,1,0,2025.0,27.916666666666668
13,1026263.0,56.4,3.0,2.0,16.0,1,0,2027.0,33.46666666666667
1,990000.0,81.2,3.0,3.0,3.0,2,1,2002.0,76.73333333333333
10,1274999.0,75.0,4.0,2.0,3.0,2,1,1992.0,48.63333333333333
16,1050000.0,53.0,2.0,3.0,5.0,2,1,2021.0,26.316666666666666
4,595000.0,37.5,2.0,1.0,4.0,0,1,1961.0,25.633333333333333
2,820000.0,42.56,1.0,2.0,7.0,2,1,2005.0,41.05
5,895000.0,44.07,2.0,2.0,2.0,2,1,2018.0,19.583333333333332
13,898396.0,30.09,1.0,3.0,6.0,1,0,2026.0,33.46666666666667
9,775000.0,47.46,2.0,6.0,7.0,2,1,2018.0,26.083333333333332
0,745000.0,52.3,2.0,10.0,11.0,2,1,1980.0,38.28333333333333
1,737140.0,59.02,3.0,2.0,2.0,1,0,2026.0,76.73333333333333
13,1335900.0,61.0,3.0,5.0,7.0,2,1,2015.0,33.46666666666667
3,570000.0,45.3,2.0,8.0,10.0,0,1,1968.0,29.233333333333334
4,1100000.0,50.0,3.0,0.0,3.0,2,1,2024.0,25.633333333333333
2,900000.0,43.37,2.0,1.0,6.0,2,1,2012.0,41.05
12,1799000.0,98.5,3.0,1.0,4.0,2,1,2010.0,49.483333333333334
3,927528.02,55.68,3.0,0.0,7.0,1,0,2026.0,29.233333333333334
2,1195000.0,65.0,3.0,0.0,3.0,2,1,1997.0,41.05
0,1797631.0,96.13,4.0,3.0,9.0,1,0,2027.0,38.28333333333333
3,630000.0,34.43,1.0,0.0,3.0,1,0,2025.0,36.166666666666664
3,995000.0,51.0,2.0,3.0,9.0,2,1,2012.0,29.233333333333334
15,699000.0,26.07,2.0,2.0,3.0,2,1,1965.0,12.416666666666666
1,649000.0,45.11,2.0,1.0,4.0,2,1,2014.0,76.73333333333333
1,954000.0,70.7,3.0,2.0,2.0,2,1,2008.0,76.73333333333333
7,1290000.0,69.0,3.0,2.0,13.0,2,1,2011.0,31.983333333333334
3,1679000.0,80.5,3.0,3.0,6.0,2,1,2015.0,29.233333333333334
1,595000.0,51.0,4.0,7.0,7.0,2,1,2003.0,67.2
13,590000.0,31.2,1.0,4.0,15.0,2,1,2022.0,33.46666666666667
14,399000.0,28.75,1.0,2.0,2.0,0,1,1935.0,30.616666666666667
12,1190000.0,64.95,2.0,0.0,4.0,2,1,2009.0,61.46666666666667
0,1290000.0,73.44,3.0,3.0,3.0,2,1,2001.0,38.28333333333333
10,1800000.0,100.0,3.0,8.0,8.0,2,1,2006.0,48.61666666666667
1,1035725.0,71.6,4.0,2.0,3.0,1,0,2026.0,58.583333333333336
12,1490000.0,66.94,3.0,0.0,3.0,2,1,2015.0,61.46666666666667
14,1080000.0,76.1,3.0,4.0,4.0,2,1,1995.0,30.616666666666667
3,780000.0,49.5,3.0,9.0,16.0,0,1,1973.0,29.233333333333334
0,535000.0,30.2,2.0,0.0,4.0,2,1,2020.0,38.28333333333333
13,765000.0,42.0,2.0,7.0,8.0,2,1,2017.0,33.46666666666667
8,537000.0,44.75,3.0,3.0,3.0,1,0,1956.0,34.8
3,1675000.0,86.0,2.0,1.0,10.0,1,1,2006.0,23.65
3,1420000.0,57.32,2.0,7.0,11.0,2,1,2012.0,29.233333333333334
13,549000.0,33.0,2.0,7.0,10.0,0,1,1970.0,19.533333333333335
14,1285000.0,71.67,3.0,3.0,5.0,2,1,2020.0,30.616666666666667
0,430000.0,35.1,2.0,10.0,10.0,0,1,1989.0,38.28333333333333
14,795000.0,34.32,2.0,6.0,8.0,2,1,2020.0,30.616666666666667
0,854000.0,46.77,2.0,0.0,5.0,1,1,2025.0,38.28333333333333
13,790000.0,50.0,3.0,8.0,10.0,2,1,1973.0,29.983333333333334
0,730457.0,38.71,2.0,1.0,4.0,1,0,2025.0,38.28333333333333
3,1065000.0,60.0,2.0,6.0,6.0,2,1,1962.0,23.683333333333334
14,1520000.0,99.0,4.0,4.0,5.0,2,1,2020.0,41.93333333333333
1,925000.0,55.72,2.0,2.0,3.0,2,1,2018.0,76.73333333333333
15,1249000.0,55.0,2.0,8.0,8.0,2,1,1962.0,15.916666666666666
3,780000.0,49.5,3.0,9.0,16.0,0,1,1973.0,29.233333333333334
1,745000.0,64.8,3.0,3.0,3.0,0,1,2001.0,76.73333333333333
2,620000.0,36.9,2.0,5.0,10.0,2,1,1967.0,41.05
1,1050000.0,67.6,4.0,1.0,3.0,2,1,2011.0,76.73333333333333
15,849000.0,35.6,2.0,1.0,4.0,2,1,1952.0,17.25
1,699000.0,68.66,4.0,2.0,2.0,2,1,2018.0,64.18333333333334
13,1055000.0,49.97,2.0,1.0,4.0,2,1,1959.0,33.46666666666667
7,510000.0,35.0,1.0,2.0,4.0,2,1,1934.0,31.95
1,480000.0,34.4,1.0,6.0,10.0,2,1,1999.0,76.73333333333333
0,575952.0,47.0,2.0,0.0,9.0,2,1,1989.0,38.28333333333333
3,1330000.0,51.0,2.0,0.0,6.0,2,1,2020.0,29.233333333333334
8,697550.0,44.21,2.0,1.0,3.0,2,1,2016.0,34.8
5,943000.0,65.02,2.0,4.0,4.0,2,1,1938.0,30.45
15,1850000.0,75.0,2.0,2.0,4.0,0,1,1927.0,12.4
0,800000.0,46.0,2.0,2.0,5.0,2,1,2005.0,38.28333333333333
10,1668000.0,90.18,4.0,0.0,2.0,2,1,2020.0,50.85
2,805350.0,46.02,2.0,0.0,8.0,1,0,2025.0,41.05
12,1790000.0,80.95,3.0,0.0,3.0,2,1,2010.0,61.46666666666667
6,1050000.0,80.0,3.0,0.0,1.0,2,1,2010.0,31.733333333333334
7,987000.0,76.0,4.0,6.0,7.0,2,1,1993.0,31.883333333333333
9,670000.0,42.0,2.0,0.0,7.0,2,1,2017.0,26.083333333333332
3,580000.0,30.0,1.0,3.0,4.0,0,1,1955.0,27.716666666666665
1,745000.0,64.8,3.0,3.0,3.0,0,1,2001.0,76.73333333333333
8,755500.0,42.0,2.0,2.0,3.0,2,1,2025.0,34.8
12,1350000.0,70.1,3.0,4.0,5.0,1,0,2025.0,61.46666666666667
1,410000.0,30.62,1.0,2.0,2.0,2,1,2019.0,64.18333333333334
10,820000.0,69.0,3.0,9.0,10.0,0,1,1980.0,48.63333333333333
3,900000.0,43.6,2.0,5.0,8.0,2,1,2019.0,29.233333333333334
6,1350000.0,73.1,3.0,4.0,4.0,2,1,1998.0,31.733333333333334
14,1308000.0,65.4,3.0,1.0,2.0,1,0,2024.0,30.616666666666667
1,465000.0,32.06,1.0,3.0,4.0,1,1,2025.0,76.73333333333333
7,495000.0,37.0,2.0,7.0,10.0,2,1,1975.0,19.483333333333334
15,835000.0,39.52,1.0,6.0,8.0,0,1,1959.0,23.883333333333333
12,1049000.0,45.93,2.0,1.0,4.0,2,1,2019.0,49.483333333333334
3,859000.0,38.5,2.0,4.0,6.0,2,1,2020.0,40.483333333333334
3,1650000.0,58.2,3.0,1.0,4.0,1,0,2024.0,29.233333333333334
0,839000.0,50.38,2.0,2.0,6.0,2,1,2019.0,37.18333333333333
3,1284656.0,58.6,3.0,2.0,9.0,1,0,2025.0,27.916666666666668
1,800000.0,53.45,3.0,2.0,3.0,2,1,2022.0,76.73333333333333
8,755500.0,42.0,2.0,2.0,3.0,2,1,2025.0,34.8
6,1099000.0,49.02,2.0,0.0,7.0,2,1,2020.0,31.733333333333334
6,810000.0,51.0,2.0,4.0,12.0,2,1,1983.0,42.016666666666666
7,990000.0,73.0,4.0,3.0,11.0,0,1,1981.0,27.183333333333334
1,675000.0,50.5,3.0,3.0,3.0,2,1,2011.0,76.73333333333333
1,848000.0,49.9,2.0,0.0,4.0,2,1,2020.0,76.73333333333333
1,899000.0,70.5,3.0,2.0,4.0,2,1,2000.0,76.73333333333333
14,720000.0,53.0,3.0,3.0,10.0,0,1,1978.0,24.316666666666666
12,1775000.0,83.56,4.0,2.0,4.0,2,1,2015.0,49.483333333333334
16,830000.0,36.9,1.0,1.0,8.0,2,1,2020.0,25.616666666666667
2,820000.0,56.0,3.0,2.0,10.0,2,1,1970.0,41.05
1,995000.0,68.0,3.0,2.0,5.0,2,1,2000.0,76.73333333333333
9,765000.0,51.1,2.0,4.0,6.0,2,1,2007.0,26.083333333333332
1,530000.0,29.0,1.0,0.0,2.0,2,1,2019.0,58.583333333333336
6,720000.0,72.0,3.0,10.0,13.0,0,1,1980.0,31.733333333333334
0,1180000.0,62.5,3.0,0.0,5.0,2,1,2014.0,38.28333333333333
3,390000.0,19.0,1.0,4.0,5.0,2,1,1955.0,29.233333333333334
6,818000.0,63.0,3.0,6.0,10.0,2,1,1980.0,42.016666666666666
0,1061000.0,53.3,3.0,0.0,7.0,2,1,2017.0,38.28333333333333
13,729000.0,28.62,1.0,3.0,28.0,2,1,2022.0,13.15
1,847596.0,57.27,3.0,3.0,4.0,1,0,2027.0,76.73333333333333
12,1650000.0,80.0,3.0,3.0,4.0,2,1,2012.0,49.483333333333334
13,568459.0,28.66,1.0,2.0,7.0,1,0,2025.0,33.46666666666667
3,534900.0,31.5,1.0,8.0,12.0,2,1,1970.0,29.233333333333334
6,1231923.0,77.0,3.0,3.0,4.0,2,1,2010.0,31.733333333333334
12,1598000.0,75.28,3.0,1.0,4.0,2,1,2018.0,61.46666666666667
15,881118.0,26.46,1.0,2.0,8.0,1,0,2027.0,13.15
2,340000.0,17.5,1.0,4.0,4.0,1,1,1972.0,41.05
1,920000.0,58.19,3.0,2.0,6.0,2,1,2019.0,76.73333333333333
1,764446.0,50.2,3.0,8.0,8.0,1,0,2027.0,76.73333333333333
5,1326000.0,62.92,3.0,7.0,8.0,2,1,1961.0,22.3
1,684000.0,44.16,2.0,3.0,5.0,2,1,2023.0,76.73333333333333
13,729000.0,28.62,1.0,3.0,28.0,2,1,2022.0,13.15
16,680000.0,38.0,2.0,6.0,10.0,2,1,1971.0,26.316666666666666
3,1175000.0,79.0,3.0,3.0,4.0,2,1,1997.0,29.233333333333334
0,964491.0,79.71,3.0,9.0,10.0,2,1,1986.0,38.28333333333333
15,620000.0,37.4,2.0,7.0,10.0,0,1,1970.0,18.116666666666667
8,719000.0,62.0,3.0,7.0,11.0,0,1,1971.0,34.8
16,799000.0,49.0,2.0,2.0,4.0,0,1,1959.0,26.316666666666666
3,750000.0,51.0,3.0,7.0,10.0,2,1,1974.0,29.233333333333334
5,1100000.0,74.4,3.0,5.0,10.0,2,1,2007.0,34.5
13,373000.0,19.0,1.0,0.0,3.0,2,1,1960.0,33.46666666666667
13,1400000.0,75.98,3.0,4.0,4.0,2,1,2010.0,33.46666666666667
3,841400.0,48.08,2.0,1.0,4.0,1,0,2025.0,31.066666666666666
3,973539.0,64.26,3.0,4.0,5.0,1,0,2025.0,31.066666666666666
1,1155000.0,76.0,3.0,3.0,5.0,2,1,2023.0,76.73333333333333
1,515690.0,36.73,2.0,1.0,2.0,2,0,2025.0,76.73333333333333
1,504043.0,40.0,3.0,2.0,2.0,1,0,2025.0,76.73333333333333
14,1097000.0,61.0,3.0,3.0,4.0,2,1,2018.0,30.616666666666667
3,1115738.0,66.02,4.0,3.0,5.0,1,0,2025.0,31.066666666666666
1,474563.0,34.69,2.0,2.0,2.0,2,0,2025.0,76.73333333333333
