district,price,surface,rooms_num,floor_no,building_floors_num,construction_status,market,build_year,transit_dur_m
15,1250000.0,57.0,2.0,2.0,4.0,2,1,1958.0,14.883333333333333
1,586000.0,39.1,2.0,0.0,4.0,2,1,2000.0,67.23333333333333
15,1100000.0,65.34,3.0,3.0,6.0,2,1,1961.0,12.55
9,559000.0,37.31,1.0,1.0,7.0,2,1,2002.0,26.083333333333332
3,913000.0,48.31,2.0,3.0,4.0,2,1,1957.0,30.583333333333332
14,679000.0,35.74,2.0,4.0,5.0,2,1,2022.0,36.9
6,639000.0,46.9,3.0,5.0,11.0,0,1,1972.0,33.86666666666667
9,670000.0,51.54,2.0,0.0,3.0,1,1,2025.0,26.083333333333332
3,899000.0,56.7,3.0,6.0,10.0,2,1,1976.0,30.583333333333332
9,467402.0,38.31,2.0,2.0,3.0,1,0,2025.0,34.55
3,885000.0,54.7,3.0,1.0,10.0,2,1,1978.0,30.583333333333332
2,569000.0,46.3,2.0,3.0,10.0,0,1,1967.0,39.05
14,1199000.0,60.03,3.0,2.0,3.0,2,1,2024.0,36.9
13,723000.0,41.0,1.0,1.0,12.0,1,0,2026.0,28.533333333333335
10,680000.0,33.0,2.0,3.0,8.0,2,1,2008.0,46.1
5,790000.0,45.0,2.0,3.0,3.0,2,0,2025.0,29.783333333333335
10,840000.0,63.5,3.0,6.0,7.0,2,1,1979.0,46.1
12,1099000.0,55.0,3.0,5.0,6.0,2,1,2018.0,39.43333333333333
13,950000.0,56.0,2.0,6.0,6.0,2,1,2008.0,27.05
13,1099000.0,70.0,3.0,10.0,16.0,2,1,1992.0,30.466666666666665
0,990000.0,45.28,2.0,0.0,5.0,2,1,2018.0,35.28333333333333
3,899999.0,50.4,2.0,1.0,4.0,2,1,2012.0,30.583333333333332
0,399999.0,29.99,2.0,3.0,10.0,0,1,1975.0,35.28333333333333
0,899900.0,74.0,3.0,3.0,10.0,0,1,1992.0,35.28333333333333
1,1199900.0,82.97,3.0,1.0,3.0,2,1,2016.0,67.23333333333333
3,939000.0,67.1,3.0,0.0,3.0,2,1,1991.0,30.583333333333332
13,529900.0,29.0,1.0,1.0,2.0,2,1,1937.0,30.466666666666665
2,875000.0,57.4,2.0,0.0,3.0,2,1,1938.0,39.05
2,875000.0,60.41,3.0,2.0,6.0,2,1,1980.0,39.05
15,946747.0,52.6,3.0,9.0,15.0,2,1,1972.0,13.733333333333333
2,814899.0,37.21,2.0,0.0,7.0,2,1,2018.0,39.05
2,1558000.0,84.0,4.0,1.0,4.0,2,1,1995.0,39.05
3,699000.0,50.74,3.0,5.0,10.0,0,1,1970.0,30.583333333333332
4,1025000.0,49.66,2.0,1.0,3.0,2,1,2018.0,25.716666666666665
3,585000.0,31.54,1.0,7.0,16.0,2,1,1974.0,28.433333333333334
7,630552.0,36.66,2.0,0.0,8.0,1,0,2026.0,38.916666666666664
4,1540000.0,57.0,3.0,1.0,5.0,2,1,1937.0,25.716666666666665
13,1817700.0,74.94,4.0,5.0,7.0,1,0,2026.0,30.466666666666665
11,553140.0,39.51,2.0,2.0,3.0,1,0,2026.0,41.81666666666667
1,1140000.0,83.67,4.0,0.0,2.0,2,1,2014.0,67.23333333333333
13,1095000.0,43.78,2.0,5.0,10.0,2,1,2015.0,30.466666666666665
1,498450.0,33.23,2.0,5.0,5.0,1,0,2026.0,67.23333333333333
2,780000.0,56.0,2.0,1.0,5.0,2,1,2009.0,39.05
5,564512.0,33.0,2.0,0.0,5.0,1,0,2025.0,29.783333333333335
1,504044.0,39.44,2.0,1.0,2.0,1,0,2025.0,67.23333333333333
3,675000.0,45.8,3.0,3.0,4.0,2,1,1969.0,30.583333333333332
5,590000.0,48.0,3.0,10.0,10.0,2,1,1975.0,23.1
15,495000.0,20.85,1.0,6.0,6.0,2,1,1967.0,36.233333333333334
13,1849000.0,68.76,3.0,10.0,12.0,2,1,2019.0,20.216666666666665
8,900000.0,58.0,2.0,4.0,8.0,2,1,2001.0,34.8
3,1083000.0,56.3,2.0,0.0,6.0,1,1,2011.0,30.583333333333332
10,694999.0,31.44,2.0,2.0,7.0,2,1,2017.0,46.1
2,1037000.0,65.0,3.0,3.0,11.0,2,1,2001.0,39.05
15,770000.0,35.0,2.0,3.0,10.0,2,1,1966.0,178.66666666666666
1,650000.0,44.66,2.0,0.0,4.0,2,1,2021.0,67.23333333333333
1,790000.0,53.3,3.0,7.0,8.0,2,1,2000.0,67.23333333333333
3,1499000.0,55.36,3.0,4.0,5.0,2,1,1960.0,28.483333333333334
2,765000.0,41.6,2.0,4.0,8.0,2,1,2017.0,39.05
5,860000.0,50.2,2.0,1.0,3.0,0,1,1961.0,29.783333333333335
2,690000.0,46.0,2.0,4.0,6.0,2,1,1983.0,39.05
10,525000.0,33.0,1.0,2.0,10.0,0,1,1978.0,46.083333333333336
11,1100000.0,79.0,3.0,2.0,2.0,2,1,2007.0,41.81666666666667
5,989791.0,64.0,3.0,5.0,5.0,1,0,2025.0,29.783333333333335
9,800000.0,58.0,3.0,0.0,8.0,1,0,2026.0,26.083333333333332
13,840000.0,36.0,2.0,7.0,9.0,2,1,2019.0,30.466666666666665
6,480000.0,33.5,2.0,7.0,10.0,0,1,1965.0,27.116666666666667
2,545000.0,36.89,1.0,8.0,8.0,2,1,1960.0,39.05
3,675000.0,45.8,3.0,3.0,4.0,2,1,1969.0,30.583333333333332
6,840000.0,69.6,3.0,7.0,10.0,0,1,1978.0,33.1
13,800000.0,37.0,2.0,2.0,9.0,2,1,2018.0,30.466666666666665
5,787000.0,46.32,3.0,1.0,3.0,1,1,1963.0,29.783333333333335
13,619000.0,36.6,2.0,8.0,10.0,2,1,1970.0,22.516666666666666
3,1230000.0,89.01,4.0,2.0,3.0,0,1,1993.0,30.583333333333332
10,690000.0,32.5,2.0,9.0,10.0,2,1,2012.0,46.083333333333336
1,932000.0,63.0,3.0,2.0,2.0,2,1,2025.0,67.23333333333333
1,840000.0,44.0,2.0,0.0,3.0,2,1,2011.0,67.23333333333333
1,814999.0,59.75,3.0,3.0,5.0,1,0,2024.0,67.23333333333333
0,565000.0,45.57,2.0,1.0,12.0,1,1,1981.0,35.28333333333333
3,715000.0,53.0,3.0,9.0,10.0,0,1,1974.0,30.583333333333332
12,619000.0,28.0,1.0,0.0,4.0,2,1,2019.0,62.43333333333333
1,690000.0,50.16,3.0,0.0,3.0,0,1,2017.0,67.23333333333333
11,1181480.0,92.24,5.0,0.0,2.0,1,1,2025.0,41.81666666666667
12,1200000.0,52.92,2.0,1.0,4.0,2,1,2013.0,62.43333333333333
13,749000.0,44.0,2.0,2.0,4.0,2,1,1959.0,30.466666666666665
10,1049000.0,60.82,3.0,5.0,5.0,2,1,2017.0,48.4
8,990000.0,69.5,4.0,2.0,10.0,2,1,1980.0,34.8
6,840000.0,69.6,3.0,7.0,10.0,0,1,1978.0,33.1
14,594000.0,32.0,2.0,3.0,7.0,2,1,2022.0,36.983333333333334
3,1615880.0,81.2,3.0,3.0,10.0,2,1,2010.0,32.416666666666664
3,749000.0,52.5,3.0,6.0,10.0,0,1,1980.0,30.583333333333332
7,950000.0,66.0,3.0,5.0,10.0,2,1,1988.0,38.916666666666664
3,487000.0,31.65,1.0,5.0,5.0,1,0,2025.0,30.583333333333332
12,910000.0,44.0,2.0,3.0,4.0,2,1,2010.0,62.43333333333333
14,595000.0,32.79,2.0,3.0,7.0,2,1,2022.0,30.783333333333335
2,629000.0,49.0,2.0,4.0,4.0,2,1,1969.0,39.05
3,877000.0,38.11,2.0,4.0,9.0,2,1,2019.0,30.583333333333332
5,799000.0,51.1,2.0,10.0,11.0,0,1,1996.0,29.783333333333335
5,1099000.0,63.5,5.0,5.0,8.0,2,1,2018.0,29.833333333333332
4,899000.0,55.2,3.0,0.0,4.0,2,1,1962.0,25.716666666666665
5,689000.0,32.5,1.0,2.0,6.0,2,1,2013.0,29.783333333333335
8,639000.0,37.5,2.0,5.0,10.0,2,1,1965.0,34.8
5,385000.0,20.69,1.0,2.0,4.0,2,1,1935.0,29.783333333333335
4,629000.0,46.3,3.0,3.0,4.0,0,1,1975.0,25.716666666666665
14,594000.0,32.0,2.0,3.0,7.0,2,1,2022.0,37.03333333333333
3,699000.0,47.0,2.0,8.0,10.0,1,1,1978.0,30.583333333333332
2,1499400.0,76.5,3.0,1.0,2.0,2,1,2015.0,39.05
3,785000.0,33.92,1.0,6.0,8.0,2,1,2022.0,30.583333333333332
14,1004985.0,51.75,3.0,4.0,6.0,2,1,2024.0,37.03333333333333
3,1038015.0,62.91,3.0,1.0,4.0,1,0,2027.0,30.583333333333332
11,1452832.0,87.52,4.0,1.0,5.0,1,0,2026.0,41.81666666666667
15,1900000.0,61.72,3.0,3.0,5.0,2,1,1910.0,16.25
13,949000.0,49.5,3.0,3.0,15.0,2,1,1972.0,16.316666666666666
10,940000.0,66.0,3.0,1.0,4.0,2,1,1980.0,46.083333333333336
12,870000.0,53.0,2.0,0.0,3.0,1,1,2011.0,62.43333333333333
2,519000.0,26.0,2.0,10.0,11.0,2,1,1980.0,35.1
1,818000.0,65.5,3.0,2.0,3.0,2,1,2019.0,67.23333333333333
7,465000.0,25.38,1.0,1.0,10.0,2,1,1973.0,25.9
6,467940.72,21.17,1.0,2.0,7.0,2,0,2025.0,27.683333333333334
9,465000.0,26.17,1.0,4.0,7.0,1,1,2025.0,47.43333333333333
3,1437980.0,84.64,4.0,3.0,6.0,1,0,2026.0,30.583333333333332
3,590000.0,42.5,2.0,1.0,4.0,2,1,1973.0,30.583333333333332
1,564959.0,37.1,2.0,8.0,8.0,1,0,2027.0,67.23333333333333
1,660000.0,48.0,2.0,0.0,3.0,2,1,2006.0,67.23333333333333
1,978000.0,82.0,3.0,0.0,3.0,2,1,2008.0,67.23333333333333
0,890000.0,68.9,3.0,4.0,4.0,0,1,1991.0,35.28333333333333
0,1377000.0,70.0,3.0,2.0,5.0,2,1,2025.0,35.28333333333333
1,411994.0,26.58,1.0,1.0,2.0,1,0,2025.0,67.23333333333333
12,1250000.0,64.81,3.0,1.0,3.0,2,1,2006.0,62.43333333333333
1,639000.0,38.0,2.0,1.0,2.0,2,1,2020.0,67.23333333333333
2,859000.0,45.75,2.0,5.0,9.0,2,1,2017.0,39.05
15,949000.0,46.49,2.0,2.0,8.0,0,1,1957.0,17.466666666666665
12,1830800.0,92.0,4.0,3.0,4.0,2,1,2006.0,39.43333333333333
1,750000.0,48.11,2.0,4.0,4.0,2,1,2015.0,67.23333333333333
10,399000.0,21.17,1.0,1.0,4.0,2,1,2023.0,46.083333333333336
14,594000.0,32.0,2.0,3.0,7.0,2,1,2022.0,37.05
10,899000.0,55.1,2.0,3.0,10.0,2,1,1982.0,46.083333333333336
9,849000.0,55.0,3.0,5.0,7.0,2,1,2011.0,26.083333333333332
15,1490000.0,83.0,4.0,4.0,6.0,2,1,2000.0,25.566666666666666
7,780000.0,56.0,3.0,3.0,4.0,2,1,1975.0,32.25
5,899000.0,57.32,3.0,0.0,4.0,1,1,2020.0,29.783333333333335
5,1470000.0,92.0,4.0,3.0,3.0,1,1,1938.0,20.633333333333333
7,949000.0,86.6,3.0,4.0,5.0,1,1,1995.0,32.25
7,900000.0,58.9,3.0,2.0,5.0,0,1,2000.0,32.25
5,778081.5,43.59,2.0,2.0,5.0,1,0,2025.0,32.96666666666667
12,1399000.0,58.0,2.0,3.0,3.0,2,1,2008.0,62.43333333333333
2,577000.0,45.3,2.0,10.0,11.0,2,1,1980.0,39.05
3,917000.0,54.0,3.0,5.0,10.0,2,1,1976.0,30.583333333333332
12,1089000.0,42.87,2.0,3.0,4.0,2,1,2025.0,62.43333333333333
8,725649.0,50.82,3.0,1.0,3.0,1,0,2025.0,34.8
12,1780000.0,101.19,3.0,1.0,4.0,2,1,2009.0,62.43333333333333
15,770000.0,38.79,2.0,4.0,15.0,2,1,1967.0,14.9
4,1020000.0,48.8,2.0,6.0,11.0,2,1,2009.0,22.583333333333332
3,1130000.0,54.04,2.0,5.0,7.0,2,1,2017.0,30.583333333333332
5,1050000.0,74.0,3.0,6.0,6.0,2,1,1999.0,32.96666666666667
4,705000.0,47.0,2.0,3.0,4.0,1,1,1975.0,25.75
6,530000.0,27.64,2.0,0.0,5.0,2,1,1939.0,23.066666666666666
3,647000.0,36.0,2.0,0.0,10.0,2,1,1969.0,30.583333333333332
5,910000.0,44.71,2.0,2.0,5.0,2,1,2023.0,32.96666666666667
10,1077000.0,66.2,2.0,1.0,3.0,2,1,1998.0,46.083333333333336
13,1380000.0,42.28,2.0,9.0,16.0,2,1,2021.0,30.466666666666665
3,429000.0,26.0,1.0,0.0,10.0,0,1,1975.0,30.583333333333332
13,768000.0,27.82,1.0,2.0,16.0,2,1,2021.0,30.466666666666665
1,793681.0,66.14,4.0,1.0,2.0,1,0,2025.0,67.23333333333333
1,520000.0,39.3,2.0,3.0,4.0,2,1,1998.0,67.23333333333333
1,474563.0,34.69,2.0,2.0,2.0,2,0,2025.0,67.23333333333333
1,452731.0,34.69,2.0,1.0,2.0,1,0,2025.0,67.23333333333333
6,939000.0,44.0,2.0,3.0,4.0,2,1,1930.0,27.116666666666667
14,756305.63,33.03,1.0,6.0,6.0,2,1,2024.0,30.616666666666667
13,369000.0,19.5,1.0,0.0,2.0,2,1,1930.0,30.466666666666665
11,899000.0,76.0,4.0,1.0,2.0,2,1,2024.0,41.81666666666667
2,446000.0,28.0,1.0,0.0,4.0,2,1,1974.0,39.05
5,699681.0,41.0,2.0,1.0,5.0,1,0,2025.0,32.96666666666667
13,568400.0,28.7,1.0,2.0,10.0,1,0,2025.0,30.466666666666665
15,900000.0,40.4,2.0,4.0,8.0,2,1,1951.0,15.216666666666667
2,1680163.0,72.11,4.0,6.0,7.0,1,0,2025.0,39.05
2,716160.0,38.4,2.0,1.0,5.0,1,0,2025.0,39.05
10,1077000.0,66.2,2.0,1.0,3.0,2,1,1998.0,46.083333333333336
3,941206.0,58.46,3.0,2.0,5.0,1,0,2025.0,30.583333333333332
2,956130.0,54.95,3.0,1.0,5.0,1,0,2026.0,39.05
3,940000.0,47.1,2.0,0.0,3.0,2,1,1949.0,30.583333333333332
13,1140000.0,41.7,2.0,8.0,15.0,2,1,2017.0,30.466666666666665
2,709999.0,54.81,3.0,9.0,12.0,1,1,1974.0,39.05
14,850500.0,63.0,3.0,4.0,4.0,2,1,1984.0,35.9
11,1630000.0,100.51,4.0,0.0,2.0,2,1,2019.0,41.81666666666667
3,959000.0,67.0,3.0,1.0,4.0,1,1,2007.0,21.833333333333332
16,390000.0,18.0,1.0,4.0,10.0,2,1,1964.0,26.483333333333334
6,690000.0,64.0,3.0,8.0,19.0,0,1,1984.0,31.75
3,882664.0,42.9,2.0,4.0,9.0,1,0,2025.0,30.583333333333332
12,1650000.0,83.86,3.0,1.0,4.0,2,1,2006.0,62.43333333333333
14,1052387.0,70.63,3.0,3.0,6.0,1,0,2025.0,35.9
8,765900.0,55.3,3.0,1.0,7.0,1,0,2026.0,34.8
1,1195000.0,79.0,4.0,8.0,8.0,0,1,2023.0,67.23333333333333
15,829000.0,44.64,3.0,2.0,5.0,2,1,1953.0,18.616666666666667
8,799000.0,57.81,3.0,1.0,4.0,0,1,1976.0,34.8
13,1490000.0,37.63,2.0,4.0,8.0,2,1,2020.0,20.3
3,1877000.0,74.51,3.0,3.0,4.0,2,1,2024.0,30.583333333333332
3,1111536.0,44.64,2.0,1.0,2.0,1,0,2026.0,30.583333333333332
1,655545.0,47.85,2.0,2.0,3.0,1,0,2027.0,79.21666666666667
7,1700000.0,61.0,3.0,3.0,3.0,1,0,2025.0,32.25
1,525000.0,40.0,2.0,1.0,2.0,1,1,2025.0,79.21666666666667
2,549000.0,37.48,2.0,3.0,4.0,0,1,1966.0,39.05
15,1268000.0,56.7,3.0,6.0,6.0,2,1,1966.0,19.733333333333334
10,1100000.0,71.0,5.0,0.0,4.0,0,1,1980.0,46.083333333333336
2,609000.0,44.0,2.0,9.0,20.0,0,1,1982.0,39.05
3,745000.0,48.0,3.0,7.0,10.0,2,1,1965.0,30.583333333333332
7,775000.0,54.5,2.0,3.0,5.0,0,1,1930.0,21.9
3,639000.0,42.2,2.0,8.0,10.0,2,1,1975.0,30.583333333333332
13,699000.0,50.0,2.0,3.0,3.0,2,1,1989.0,30.466666666666665
10,870000.0,49.0,2.0,7.0,8.0,2,0,2015.0,46.083333333333336
15,747000.0,41.0,2.0,8.0,15.0,2,1,1972.0,13.15
14,970542.0,59.91,3.0,2.0,4.0,1,0,2026.0,43.233333333333334
11,640456.0,45.67,2.0,1.0,5.0,1,0,2026.0,41.81666666666667
10,569000.0,30.74,1.0,1.0,3.0,2,1,1982.0,46.083333333333336
3,1150000.0,59.74,3.0,1.0,7.0,2,1,2018.0,30.583333333333332
13,750000.0,46.2,2.0,1.0,4.0,0,1,1951.0,20.283333333333335
2,999000.0,40.5,2.0,0.0,3.0,2,1,2010.0,39.05
0,1158346.0,62.13,3.0,4.0,9.0,1,0,2027.0,35.28333333333333
5,950000.0,61.0,3.0,3.0,5.0,1,0,2026.0,32.96666666666667
16,970000.0,51.5,3.0,9.0,9.0,2,1,1965.0,26.616666666666667
15,747000.0,41.0,2.0,8.0,15.0,2,1,1972.0,13.15
2,399000.0,17.5,1.0,4.0,4.0,2,1,1967.0,39.05
13,689000.0,39.0,2.0,9.0,15.0,2,1,1977.0,26.216666666666665
14,1035000.0,45.52,2.0,3.0,8.0,2,1,2025.0,29.5
12,1350000.0,85.68,3.0,0.0,5.0,2,1,2008.0,62.43333333333333
13,760000.0,30.79,1.0,10.0,11.0,2,1,2019.0,22.483333333333334
14,595000.0,32.79,2.0,3.0,7.0,2,1,2022.0,35.9
5,815000.0,51.0,3.0,2.0,3.0,0,1,1961.0,19.35
1,590000.0,41.35,2.0,1.0,4.0,1,0,2025.0,79.21666666666667
5,920000.0,57.08,3.0,5.0,5.0,1,0,2026.0,32.96666666666667
5,549000.0,31.62,1.0,1.0,5.0,1,0,2026.0,32.96666666666667
15,1365000.0,63.0,3.0,0.0,5.0,2,1,1932.0,18.783333333333335
12,910000.0,44.0,2.0,3.0,4.0,2,1,2010.0,62.43333333333333
13,920000.0,41.31,2.0,3.0,7.0,2,1,2019.0,30.466666666666665
0,878525.0,55.92,3.0,1.0,5.0,1,0,2025.0,35.28333333333333
0,898379.0,54.55,3.0,1.0,5.0,1,0,2025.0,35.28333333333333
3,430000.0,21.0,1.0,4.0,10.0,2,1,1968.0,30.583333333333332
9,763088.0,48.83,2.0,7.0,7.0,1,0,2027.0,26.083333333333332
6,1550000.0,101.24,3.0,3.0,4.0,2,1,2007.0,27.116666666666667
4,744900.0,47.4,3.0,5.0,12.0,1,1,1969.0,11.5
9,699000.0,45.8,2.0,6.0,7.0,2,1,2004.0,26.083333333333332
10,940000.0,56.1,3.0,3.0,6.0,2,1,1980.0,48.03333333333333
11,619757.0,42.99,2.0,1.0,3.0,1,0,2025.0,41.81666666666667
15,650000.0,23.0,1.0,2.0,3.0,2,1,1956.0,25.15
15,799000.0,43.17,2.0,3.0,3.0,2,1,1958.0,14.933333333333334
7,1550000.0,79.05,4.0,1.0,7.0,2,1,2025.0,32.25
8,626000.0,47.0,2.0,3.0,4.0,2,1,2001.0,34.8
5,399000.0,23.56,1.0,1.0,5.0,0,1,1956.0,32.96666666666667
5,1099000.0,50.0,2.0,1.0,5.0,2,1,2020.0,39.15
1,449814.0,36.87,2.0,1.0,3.0,1,0,2025.0,79.21666666666667
1,659000.0,51.15,2.0,0.0,5.0,2,1,2009.0,79.21666666666667
3,639000.0,29.0,2.0,0.0,5.0,0,1,1906.0,30.583333333333332
1,724900.0,65.9,3.0,2.0,2.0,1,0,2025.0,79.21666666666667
9,670000.0,35.44,2.0,5.0,7.0,2,1,2022.0,26.083333333333332
13,884450.0,46.55,2.0,5.0,7.0,1,1,1958.0,13.1
13,672000.0,32.0,2.0,2.0,10.0,2,1,2019.0,22.483333333333334
10,1010000.0,57.2,2.0,1.0,3.0,2,1,2004.0,48.03333333333333
13,988000.0,51.1,3.0,0.0,6.0,2,1,2014.0,30.466666666666665
9,810000.0,44.36,2.0,7.0,7.0,2,1,2024.0,26.083333333333332
3,729000.0,41.32,2.0,9.0,11.0,2,1,1972.0,30.583333333333332
9,950000.0,62.0,4.0,2.0,4.0,2,1,2000.0,26.083333333333332
3,799000.0,32.28,2.0,8.0,10.0,2,1,2016.0,30.583333333333332
12,1271500.0,63.6,2.0,2.0,4.0,1,1,2009.0,62.43333333333333
7,849035.0,39.49,2.0,4.0,5.0,1,0,2027.0,22.933333333333334
16,463000.0,26.5,1.0,8.0,9.0,0,1,1966.0,24.4
7,719000.0,39.1,2.0,6.0,10.0,2,1,1975.0,32.25
5,960000.0,63.7,3.0,5.0,8.0,2,1,1982.0,32.96666666666667
5,467280.0,27.0,1.0,3.0,5.0,1,0,2025.0,32.96666666666667
5,882369.0,61.0,3.0,1.0,5.0,1,0,2025.0,32.96666666666667
5,689160.0,40.0,2.0,1.0,5.0,1,0,2025.0,32.96666666666667
9,875000.0,50.5,2.0,8.0,8.0,2,1,2018.0,26.083333333333332
1,452733.0,34.69,2.0,1.0,2.0,1,0,2025.0,79.21666666666667
1,449814.0,36.87,2.0,1.0,3.0,1,0,2025.0,79.21666666666667
0,615000.0,43.1,2.0,0.0,6.0,2,1,1990.0,35.28333333333333
6,1278000.0,71.0,3.0,3.0,7.0,2,1,2019.0,27.116666666666667
1,862750.0,59.5,3.0,1.0,2.0,1,0,2025.0,79.21666666666667
10,1500000.0,80.52,4.0,3.0,3.0,2,1,2019.0,48.03333333333333
7,599000.0,25.62,1.0,0.0,4.0,2,1,2025.0,32.25
16,1250000.0,48.3,2.0,4.0,6.0,2,1,2019.0,26.65
8,585000.0,31.06,2.0,0.0,3.0,2,1,2020.0,34.8
9,729000.0,49.87,2.0,7.0,7.0,2,1,2013.0,26.083333333333332
3,450772.0,18.37,1.0,5.0,8.0,2,0,2027.0,30.583333333333332
1,452704.5,34.69,2.0,2.0,2.0,1,0,2025.0,79.21666666666667
2,689000.0,36.32,2.0,4.0,4.0,2,1,1964.0,39.05
5,699000.0,33.0,2.0,4.0,16.0,2,1,1976.0,30.65
4,1100000.0,48.15,2.0,1.0,4.0,2,1,1964.0,25.683333333333334
1,474564.0,34.69,2.0,2.0,2.0,2,0,2025.0,76.73333333333333
13,599000.0,37.0,2.0,9.0,10.0,2,1,1970.0,27.05
5,1060714.0,55.83,2.0,5.0,11.0,2,1,2017.0,32.96666666666667
6,887594.0,57.08,3.0,1.0,7.0,1,0,2026.0,27.116666666666667
5,1918504.0,95.93,4.0,3.0,4.0,2,1,2022.0,32.96666666666667
2,819000.0,56.9,5.0,0.0,15.0,2,1,1981.0,39.05
5,1074203.0,56.54,3.0,2.0,11.0,2,1,2017.0,32.96666666666667
0,615000.0,43.1,2.0,0.0,6.0,2,1,1990.0,35.28333333333333
0,550000.0,35.55,2.0,4.0,12.0,0,1,1977.0,35.28333333333333
9,800000.0,60.0,4.0,2.0,8.0,1,0,2026.0,26.083333333333332
13,695000.0,35.0,2.0,4.0,1.0,2,1,1938.0,26.983333333333334
9,728096.0,60.0,4.0,0.0,8.0,1,0,2026.0,26.083333333333332
3,713000.0,37.5,2.0,1.0,6.0,1,0,2025.0,30.583333333333332
13,1755000.0,65.0,2.0,10.0,16.0,2,1,2018.0,26.216666666666665
1,685000.0,51.16,2.0,4.0,4.0,2,1,2012.0,76.73333333333333
1,849000.0,52.0,3.0,2.0,2.0,2,1,2021.0,76.73333333333333
1,452704.5,34.69,2.0,2.0,2.0,1,0,2025.0,76.73333333333333
6,889850.0,48.1,2.0,4.0,4.0,2,1,2013.0,27.116666666666667
7,1262000.0,66.5,3.0,4.0,4.0,2,1,2004.0,32.25
1,452704.5,34.69,2.0,2.0,2.0,1,0,2025.0,76.73333333333333
1,452704.5,34.69,2.0,2.0,2.0,1,0,2025.0,76.73333333333333
10,1174000.0,65.25,3.0,6.0,7.0,2,1,2015.0,49.36666666666667
1,452704.5,34.69,2.0,2.0,2.0,1,0,2025.0,76.73333333333333
3,789032.0,51.91,3.0,0.0,5.0,1,0,2027.0,30.583333333333332
10,1695000.0,96.52,4.0,3.0,3.0,2,1,1997.0,49.36666666666667
6,565000.0,39.11,1.0,3.0,5.0,2,1,1959.0,24.133333333333333
1,452704.5,34.69,2.0,2.0,2.0,1,0,2025.0,76.73333333333333
0,499000.0,29.17,1.0,6.0,8.0,2,1,1984.0,35.28333333333333
10,799000.0,52.0,2.0,4.0,6.0,2,1,2002.0,49.36666666666667
13,981000.0,49.33,2.0,2.0,4.0,2,1,2010.0,26.983333333333334
1,452704.5,34.69,2.0,2.0,2.0,1,0,2025.0,56.9
1,452704.5,34.69,2.0,2.0,2.0,1,0,2025.0,76.73333333333333
3,1100000.0,51.13,3.0,4.0,8.0,2,1,2017.0,29.05
3,690000.0,38.0,2.0,2.0,4.0,2,1,1960.0,29.05
9,939000.0,83.5,4.0,0.0,2.0,1,0,2026.0,26.083333333333332
1,899000.0,75.5,3.0,9.0,10.0,2,1,1984.0,76.73333333333333
1,452704.5,34.69,2.0,2.0,2.0,1,0,2025.0,76.73333333333333
1,915000.0,72.0,3.0,0.0,2.0,2,1,1998.0,76.73333333333333
9,949000.0,83.5,4.0,0.0,2.0,1,0,2026.0,26.083333333333332
7,1233900.0,80.7,3.0,2.0,4.0,2,1,1997.0,32.25
3,1299000.0,72.73,3.0,1.0,7.0,2,1,2019.0,29.05
8,680000.0,50.0,2.0,0.0,3.0,0,1,1998.0,34.8
1,950000.0,60.2,3.0,0.0,2.0,2,1,2001.0,76.73333333333333
3,655000.0,35.41,1.0,0.0,2.0,1,1,2025.0,45.9
12,790000.0,44.01,2.0,0.0,4.0,1,1,2025.0,50.666666666666664
7,1180014.0,56.46,2.0,2.0,6.0,1,0,2025.0,32.25
5,1147199.0,73.07,4.0,1.0,5.0,1,0,2026.0,32.96666666666667
5,741588.0,43.0,2.0,4.0,5.0,1,1,2025.0,32.96666666666667
5,874972.0,57.0,3.0,1.0,5.0,1,0,2025.0,32.96666666666667
3,950000.0,53.52,3.0,3.0,6.0,1,0,2026.0,29.05
3,743450.0,37.54,2.0,1.0,6.0,1,0,2026.0,29.05
6,895000.0,60.62,3.0,1.0,4.0,2,1,2014.0,35.56666666666667
9,949000.0,83.5,4.0,0.0,2.0,1,0,2026.0,26.083333333333332
3,699000.0,36.6,2.0,10.0,12.0,2,1,1969.0,29.05
13,519000.0,26.4,2.0,10.0,15.0,2,1,1969.0,18.75
3,669000.0,37.3,1.0,5.0,10.0,0,1,1968.0,29.05
14,669000.0,37.25,2.0,2.0,3.0,2,1,1938.0,35.9
4,970000.0,49.0,3.0,2.0,3.0,2,1,1960.0,25.6
3,485093.0,30.15,1.0,1.0,4.0,1,0,2025.0,29.05
15,780000.0,38.8,2.0,6.0,15.0,2,1,1970.0,17.5
0,793770.6,46.55,2.0,1.0,5.0,1,0,2025.0,35.28333333333333
12,1660000.0,83.0,3.0,2.0,3.0,2,1,2012.0,62.43333333333333
3,1099000.0,52.0,2.0,8.0,8.0,2,1,2017.0,29.05
15,640000.0,30.16,2.0,2.0,5.0,2,1,1953.0,25.683333333333334
2,947000.0,50.0,2.0,0.0,3.0,1,1,1952.0,39.05
5,530000.0,28.32,2.0,2.0,4.0,2,1,1930.0,32.96666666666667
14,539000.0,31.66,1.0,1.0,7.0,2,1,2021.0,35.9
8,1100000.0,89.9,3.0,2.0,2.0,2,1,1935.0,34.8
3,1550000.0,69.05,3.0,2.0,6.0,2,1,2020.0,29.05
13,840000.0,35.86,2.0,7.0,9.0,2,1,2019.0,30.466666666666665
3,698000.0,39.05,2.0,10.0,12.0,2,1,1974.0,29.05
